,sentiment,target,kfold
6278, yorum komik erkek kötüle kız savun çocuk film klasik kurtar zirvaligi vampir güneş is ikinci parla koy ol twilight,negative,2
6279, zaman ayni izle ahi sahip konu sıcak film,positive,2
6280, film kadro kötü bitir yönetmen senarist tebrik et,negative,2
6281, gir film ol güzel al ask film ol izle gir seydi kadın böl falan para nazik vala,negative,2
6282, hayat izle film tom bad andreas dans isim barın tilmaç izle inan unut,positive,2
6283, sırf hülya avşar birol ünal giyim dil alisa ramis herhalde,negative,2
6284, film mi güzel ol mi gerçek hayat kop ön kon olurkaçirmayin hayat anlam yükle iste izle,positive,2
6285, açikcasi arşiv değer ol lig puan hakket film oyun görsel ad hakket konu uyu insani izle öl,positive,2
6286, basit,negative,2
6287, harika animasyon eğitici öğretici mutlaka izle sikilmayacaksiniz punt is not dean,positive,2
6288, anthony hopkins tepki anibal yeter karakter deha izle etkile başar gerçekten zeka ürün öykü beğen,positive,2
6289, arkadaş giyim izle diyorumkibu film git para ver ol üz,negative,2
6290, film sahne güzel evet don film tercih et son durak değ seri birinci üçüncü film güzel yeni ol bekle eski arazi,negative,2
6291, karantina dahiyane karakter bagdastirabilen yönetmen karantina,positive,2
6292, izle beğen beğen tartismasina açık film risk konu sonuç genel ol beğenilir kalite as ilgi gör düşün,negative,2
6293, etkile,positive,2
6294, fil dün izle güzel su an sinema git iste kişi muhakkak film git güzel film,positive,2
6295, buda son derece güzel film oyun basari,positive,2
6296, sıcak keyif film gerçekten oyun adi ön çık başar film kesinlikle izle film puan ol fazla hakket,positive,2
6297, türkçe isim çeviri isabet tür ilgi duy kişi saygı duy sırf izle izle film hak cümle sarf et puan dakika hatır,negative,2
6298, rüya gir adam ekip ask falan drvsardye kat asla matris ol,negative,2
6299, söyle yorum bakım film son çöz insan,positive,2
6300, film çekim mantık film manto güç yitir,positive,2
6301, film izle yasadiginiz şehir acayip gel anlatilmiski iç doğa birleş dünya gez gör iste uyan film gerçek öykü ilinti izle kesinlikle izle,positive,2
6302, kötü berbat film vasat film reklam yap acabahicran kokain reklam film kat güzel,negative,2
6303, hak eleştiri fazla acımasız buluyorumfilmin senaryo öbek kötü degilhele sürpriz son film al yardımcı olmaliben oyun kurgu beğen ver,positive,2
6304, film güzel beğen gün hafta film benzeri ol,positive,2
6305, hayati ta cenazedesinizdir üzgün göz ağla sismik otur birey yap gül göz yaslarladuygu sömürü kaç iç mükemmel film kusur vadi damak kal ol,positive,2
6306, izle kötü film hata silinti film son izle sik film,negative,2
6307, tereddüt et izle olağanüstü film,positive,2
6308, kesinlikle süper öte film hemen git efekt göz ön süper,positive,2
6309, kelime kot film sıra basit sahne oyun alaka oyun karakter cop yoknasil stres bihter anla oyun alaka macera film desen alaka sinir vasat film,negative,2
6310, kitap film çocuk film ol yaz çocuk film benzer film izle güzel prens camia kitap film takip görü,positive,2
6311, iste sinema mahkeme,positive,2
6312, izle bay ol arkadaslarçok kötü,negative,2
6313, söz bitim film,positive,2
6314, basari film olmustavsiye et,positive,2
6315, uzun zaman film etkilenmemistimhirs insan yap anlatiyormuhtesemzaman zaman artikdiyorsunuzfinalnde dizi acil kal silah ses irkil bekle SMILEYPOSITIVE,positive,2
6316, arkadaş film müthiş aksiyon sahne besle film aksiyon geç yasin royal film devam nitelik ol ol yeni teknolojik alet ver film üz kesinlikle tavsiye et,positive,2
6317, basit fikir basit film,negative,2
6318, gerçekten kot film alet filan çocuk film,negative,2
6319, güzel film iste yazık vasati as harp peter film ol aston sahne voldemort,negative,2
6320, film devim çek genel kari film mutlaka devam ol sandra kavurmalı yaptigi iptal anla film beğen maalesef,negative,2
6321, sinema gör iste özgün konu inanılmaz son iç komik eleştirel hikaye mutlaka izle,positive,2
6322, film ver para yazikjetli oyna kurtar michel reis ol ada olmuyorbence zaman kayıp yer dünya merkez yolcu izle,negative,2
6323, film kötüle üzer not iste güzel bölüm ver hata yer,positive,2
6324, para yazın güzel herhalde başka film seyret,negative,2
6325, film gerçekten güzel açı bay gerilim sahne ol sürükleyici filmdigerilim film sev film kaçır film sıkıl izle bas son klasik üzer,positive,2
6326, gerçekten sahne filmadrenalinin doruk izle sahne ol sürükleyici film,positive,2
6327, bay kötü film sahte yap berbat,negative,2
6328, kalite saçma film izle pişman et son zor getir,negative,2
6329, film sik bul defalarca yorum yap bura yayınla,negative,2
6330, film dövüş sahne dost iç el etik izle ders ver islenmistiizlenmesi özelik dövüş film sev,positive,2
6331, kötü lise hikaye felaket komedi,negative,2
6332, akıl hizmet çek anla zorçekimleri bitik buçuk yıl gösterim gir kötü senaryo film hayal lirik çık konu ipuç zatenadrien boy isim genel vasat üst yapım yer lig izle yanıl,negative,2
6333, sevimli komik film su ara sinema yap vakit geçir mutlaka git benrobert ciro harika ara tekrar hayran kal adam,positive,2
6334, karizma karakter manto numara sinir rol yap 2010 falan çık,positive,2
6335, oyun kadro özel efekt ilgi çek fantastik film fragman su adres izle SMILEYNEGATIVE,positive,2
6336, film aglatihelal ol yaz yap türk film kalite art inanılmaz mutlu et,positive,2
6337, berbat film lig puan hakket kesinlikle iğrenç ol kurt vadi ekip ol fazla çık,negative,2
6338, tom hans film ol forest grup müthiş performans sergile hane bekle kutla hakket alkış hapis,positive,2
6339, arkadaş film cide mükemmel yapıt dun izle film tekrar izle taraftariyimoyuncularin performans harika kurgu laf patenci saniye iç çek son zaman arda sinema izle gusül filmvizyonda git gorunkeyfini fikir,positive,2
6340, izle film komik film film bel tavsiye et,positive,2
6341, iğrenç öte fil sakin izle bol hata yap SMILEYPOSITIVE,negative,2
6342, 1yarisinda aksiyon yada bilim kurgu sahne koy ol film sıra ol,negative,2
6343, başlangıç iç fantastik öge barın ilerle uzaklaş heyecan tempo zaman yüksel final son izle oyun görsel ol vasati as sıra film,negative,2
6344, tür film özelik son harika olmusfilm bitik don kal,positive,2
6345, fazla söz yokizlerseniz film iç gizem çöz tekrar tekrar izle akıl eryaman yer et film üzer film,positive,2
6346, fil gerçekten harika süper izle ısrar tavsiye et,positive,2
6347, film iç side erotizm barın film degilizlerken önyargiliysaniz film ver mesaj anla zor çekeceksinizfilmde insan canavarlastigini tatmin ol insan dönüş harikulade anlat film,positive,2
6348, kötü film seyret son zaman ol gel kötü son herhalde ver para yazık,negative,2
6349, aksiyon film bilimkurgu film izle git git kesinlikle gerilimdram kari film izle git numara filmaltyazili bas izle etkiledikendinizi sev yer koy izleyinkesinlikle pişman ol,positive,2
6350, süper fil jason stat şüphe et seyret,positive,2
6351, sinema git izle film film bas son ol birey efekt gerçekten basarisizfilm son sasirtici pöf,negative,2
6352, film in izle market vasat film senaryo vasat senaryo birey beğen film film sinepuani açık ol ver oy ol,negative,2
6353, sami fon film ol amerikan kahraman ilan et film oyna lise senaryo tür film ali ol hüsran uğra,negative,2
6354, yakismamis buterfly efekt devam olmayadiger arkadaş kat film isim ol tv film gece 12den seyret iğrenç ney kıyasla bura yorum yaz bil,negative,2
6355, yeni facia hazır ol fragman güzel kare göster sırf insan film çek emre altuğ is yasin sarkiciligi türk film önyargiliyim tane tane sağlam çek oda dram film ol,negative,2
6356, heredot21 türk film destek ver iste film git kesinlikle kat,negative,2
6357, bülent arkadaş katiliyorumfilm aksiyon diyalog büyük felaket çek belgesel gibifilmde git antilop şehir göbek dolasmalariydi,negative,2
6358, karantina basari oyun oynamisgüzel film,positive,2
6359, film kitabi okuyan sars ol film baglanmis bencebol savaş sahne aksiyon bekle film vasat gel film büyük keyif izle sürükleyici güzel,positive,2
6360, bayıl bayıl yorum yap insan bikmadimi artık uzakdoğu orijin çevrim çekik göz korkut gül ger iris etki et bide sik artık korkut emek ver film dean pepe olay,negative,2
6361, film inanılmaz sik git çakan ırmak kafa senaryo yaz ol ibrahim din mesaj ver falan çalismis mesaj ver din islam,negative,2
6362, bp puan etkile izle ilişki izle diyorummüthis manzara içer filmbazende bende yap,positive,2
6363, film son bit kes imkansız zekice kurgula konu oyun üzer soluk film,positive,2
6364, film izle film izle hisetirirforest grup izle mutlu ver yasama hatırla hayat kat zevk al sağla harika film tavsiye et,positive,2
6365, sev film melisa in olgun,negative,2
6366, fragman güzel gözük izle değer film ol,negative,2
6367, fantastik film sev güzel film ol fantastik gerçek dizi film hoşlan um bulamayacaginiz film,negative,2
6368, arkadaş film eleştir anlam ver kesinlikle intikam kurgu güzel isle kevin balon harika film müzik,positive,2
6369, film devam gelecek bide höhbedava izle düsünürümizlerken sik bayagitmeyin derimgörselik ad birey zatensenaryosuda kötü,negative,2
6370, izle güzel animasyon film ders nitelik film gelecek dusunursek gerçekten keyif dokun film izle,positive,2
6371, abart hayat izle film diyebilirimtam başyapıt niteligindeoscar aldigina sasirmadimtekrar tekrar izle arşiv tozlan film,positive,2
6372, film izle beğen gerçekten güzel yapım zaman yaz iste roman konu güzel,positive,3
6373, seri film ol lig puan düşük,positive,3
6374, kesinlikle sik zaman bit sürekli zaman bak esrarengiz şekil başla son bekle çık kesinlikle zaman kayıp izle bostan satım aman izle vakit borsa git,negative,2
6375, ejderha el çiz in ol sanirimhikaye tanı son bildikizlenmeye,negative,2
6376, güzel gerilim film olmusgece matine etki ol tavsiye et,positive,3
6377, film arşiv üst bulun yapın an akıl hala soru bulun fil kesinlikle ses ortam izle tavsiye et,positive,3
6378, beyaz perde yorum kesinlikle güvenilirlik kaybet film zengin kadro sevgili gün faydalan saye fena say hapis sinema ad vasat oyun hatır,negative,2
6379, seri gel geçmiş berbat yapimiaklimda kal uma hurma performans idizehirli sar rol yakismisticloney vasati alt performans sergile,negative,2
6380, rezalet üst film izle kaybet,negative,2
6381, seri yas üst yasakla film kötü kadro tim butto,negative,2
6382, abart abartısız söyle kötü film kelime berbat zaman kayıp alt disney yas izle ilgilen film yap buda tarz film izle mani ol sine git hayal kirikligina uğra karar,negative,2
6383, sok et sinir boz,positive,3
6384, bas asabi antik hata dolu yeni nesil avuç al cem yılmaz söyle internet haber düşür amaç samimiyet şüphe getir yavuz vurgula yakistiramadigim film,negative,2
6385, insan gerçek anlam etki bırak ender film ol hane oscar oyun izle,positive,3
6386, anlamiyorumen saçma film puan aliye yapım puan al anla mum film ol beğen,positive,3
6387, büyük market tane paket sigara para ucuz film satildigini gör sair film ucuz satilmasini hak et içtenlikle söyle mükemmel film,positive,3
6388, film bahset güzel senaryo vasat son bddk geri beğen oyun basari birey oyun rol bas,negative,2
6389, klasik komedi ol film,negative,2
6390, film çek zaman izle beğen git sinema üzer zaman geç hala sahne akıl,positive,3
6391, tatil film tom hans mükemmel,positive,3
6392, düzine film izle film son nefes al soluksuz takip et film mükemmel öte harika olağan üst,positive,3
6393, tutucu insan rezillik yeter film iç isim bas asabi pornografik sahne gül yer aydemir abbas in film komik seviye,negative,2
6394, heyecan gol film beğen,negative,2
6395, yakismadi kafa çakan ırmak kemal klasik kanalturk muhabbet uy film yap kendikendisini bitir erken başla sair kötü film,negative,2
6396, basari film borsa zaman kayıp film kadro basari yapım bekle hayal lirik sakin boyut izle para yazık,negative,2
6397, yazık yazık imkb top siradasinema sever ol utan,negative,2
6398, dvd sini hafta izle sair hala vizyon girmemisbence süper süper müzikalkostümler harika ileri yasa,positive,3
6399, harika güzel konu varherkesin izle tavsiye et saygı,positive,3
6400, güzel gerilim yoğun korku ver beğen sası zevk renk tartisilmaz,positive,3
6401, sahne kesinti film okan sinan çetin duygu sömür debelen gör sinir ol oyun kötü kötü kötü,negative,2
6402, jason stat psikopat ol film mart aptal sari oyna lionsgate testere başka bomba patla bas son enteresan film yeni dene teknik yeni fikir muhteşem özelik çin mahalle olayiçok gül,positive,3
6403, kelime mükemmel film ol inanılmaz sürükleyici merak uyandirici,positive,3
6404, söz bilgi yergüzel dramatize et hakikaten birinci bölüm hayli espri geç ikinci bölüm hakikaten salya sümük durumlaritam türk film ol bas son mutlaka izle arşiv yer al,positive,3
6405, tür film amaç ziyadesiyle türk aile yeni boz sağla gelenek görenek yoksun haber gençlik yaratmaktirtamamen maksat amerikan yar gençlik film ucuz saçma kopya öte geç film,negative,2
6406, film kötü devam film ol fark birey katamamislar film izle yer film tekrar seyret,positive,3
6407, hayat izle berbat film iğrenç oyun kadro ol senaryo ol facia dakika fragman zaman ayır,negative,2
6408, konu mükemmel oyun görsel film ikicilik zaman zaman sik anlatım zayıf,negative,2
6409, kesinlikle süper film hafta izle hala etki kurtul izle değer ver mutlaka izle,positive,3
6410, vala in çekim bas seri celse izle artık merak et başla,negative,2
6411, gerçekten güzel fil izle sure etki kurtul tavsiye et izle,positive,3
6412, tatil hikaye ali mutlu sik aile gerçekten görülmeliayrica müzik,positive,3
6413, kötü film duygusal ol senaryo hollywood film ol beğen,negative,2
6414, kelime mükemmel film film asla çek,positive,3
6415, kesici abani film sev ısrar film giyim pişman ol muhteşem film söylem kaçirmamanizi tavsiye eder ol git,positive,3
6416, film kötü ol heraldezaman kayıp başka depola emek saygı duy lazım,negative,2
