sentiment,target
son derece etkiliyeci we gerilimin hat safada oldugu mükemmel bir film. ilk seriside çok güzeldi. korku filmi sevenler için en ideal olanlardan....,positive
açikçasi ben begenmedim bana bi arkadasim söylemisti izlememi ben tv de izledim hiç hosuma gitmedi. .,negative
çok güzel bir film ancak film bittiginde sanki bir sey eksikmis gibi hissediyorsunuz. keske o olmasa.,positive
"konusunu okuyunca ilginç bir seylerle karsilacagimi düsünüyordum ama karsimda buldugum film gerçekten çok zayif. sadece çocuklar için çekilmis bir film, yetiskinlere pek tavsiye etmiyorum..",negative
oncelikle tam bi cocuk filmi gittigime bin bisman oldum:s zaten arkadasim zorladi. gitmenizi tavsiye etmem tabi cocugunuzu goturebilirsinz.saçma sapan bi film biraz heycan goruruz dedik o da yook yani heycanli sahnesi varsa bir yada iki tane......,negative
tek kelime ile berbat bi film. komediyle alakasi yok zaten güldüren sahneside yok. amerikan pastasi kopyasi. neden yabanci filmleri kopyalamaya çalisiyoruz oysaki biz daha güzel komedi ve dram filmleri yapabiliyoruz?.,negative
zamanlarin üstünde bir yapim. hem konu itibariyle hemde sinema teknigi açisindan. çaginin en basarili filimlerinden....,positive
kötü kötü kötü.... baska hiçbisi denmez. hele bide norveçle türkiyeyi karsilastirmasi gercekten gereksiz.... ama millet begeniyoo o daha enteresan,negative
"nolan kadar iyi bir yönetmenden bu beklenirdi.. oyunculuk süper ,süper bir kurgu ve hayatimda izledigim en harika finallerden biri .",positive
bu ne böyle ya o hayvanlara yapilanlar insanliga nasil sigiyor insanlar para kazanmak için neler yapiyolar çok yazik bu insanlik adina çok üzücü bir durum..,negative
'the transporter-tasiyici' (2002) ile 'layer cake-bir dilim suç' (2004) bulusuyor....,positive
"seriyi 15 yas üstüne yasaklayan film. çok kötü, hem de bu kadroya ragmen. nerdesin tim burton???.",negative
sinemada ilk izledigim filmdi yine bulsam da izlesem keske,positive
mükemmel ve sikicligin yanina bile ugramadigi harika bir film.,positive
"arkadaslar samimi söylüyorum hayatimda bu kadar berbat film görmedim. hani showtv tarzi film deriz ya, onu bile hak etmiyor... bu filme para verip zaman harcayip gittigime bin pismanim. kesinlikle önermiyorum. eminim filmi izleyenlerin çogunlugu da benim gibi düsünüyordur....",negative
film çokta etkileyici degildi bence. basit bir avrupa filmi gibi duruyor. ama o müzikler o müzikler iste filmi izlenmeye deger kilan tek sey onlar!!.,negative
"adamlara para çok gelmis, ne yapsakda bosa harcariz paralari demisler hadi bir film çekelim. ancak bu kadar olur..",negative
"valla nerden basliyim ki; evvela mezkur filmi yönetmeninden bihaber bile izlesem ilk filmlerden farkli birinin yönettigini anlardim. sommers in mizahi hakikaten baskaydi. uzun uzun laf söylemeye gerek yok ,bu film ilk 5 e girer, izledigim en kötü filmler içinde....",negative
"igrenç bir filmdi ve hiç begenmedim.üstüne 3 tane devam filmi var.aralik 09,2010,2014.yabanci ask dizileriyle vampirleri karistirmislar ortaya bu çikmis.kimsenin izlemesini tavsiye etmem.sonundaki kapisma sahnesi hariç filmin kalani yerlerde..",negative
valla ben çok güzel seyler yazamayacagim?oyunculuklar süper ama normal bir polisiye filminden pek farki yok.ama oyunculuk için gidilir derim,negative
iste size muhtesem bir yaz filmi ..fragman kendini gösterir konu degisik kaçirmayin..bu arada beyazperde ye bize bu fragmanlari ve bilgileri ve bu güzelligi yasattigi için çok tesekürler muhtesemsiniz..,positive
"bombos bir filmdi,çiktigimda tek düsündügüm filmin biraktigi sikintiyla hayatimdan iki saatin çalindigiydi..",negative
çok iyiydi. izleyin! .,positive
çok eglenceli bir yapim olmus bos zamanini neseli bir sekilde geçirmek isteyen kisilere tavsiye ederim. filmin bonusu ise arkadaslik baglarini çok iyi anlatmasi..,positive
artik insanlarin böyle filmlere para vermemesi gerekiyor..,negative
arkadaslar merak ettigim tek sey bu filmin ne açidan begenildigi..biraz önce izledim gercekten bosa harcadigim bi vakit diye düsünüyorum..morgan freeman ve brad pitt e yazzik olmuss...,negative
ben anlamiyorum yha bazi kisiler bu filme kötü demis neresi kötü bu islamin hangi sartlar altinda kazanildigini anlatiyor gercekten yazik yha lütfen bu yorumu dikkate alin...,positive
"bu filmi animasyon kapsaminda degerlendirirsek çok da yetiskinlere hitap eden bir yapim degil. hakkinda hiçbirsey bilmeseniz de basindan sonu belli bir öykü. sürpriz yok sasirtma yok sag gösterip sol vurma yok. ne var? biraz görsellik... 6,.",negative
"tek kelime müthis,hani birçok filmi izlerken filmin ortalarinda filmin sonunu tahmin edebilirsinizya eminim ki bu filmin sonunu tahmin edebilen çok az olmustur.zaten filmdeki oyunculuk mükkemmel izlemeyenler hemen izlesin.",positive
"çok güzel film.hikayenin -özellikle duygu sömürüsü yapilabilecek bir konuda- izleyiciyi bunaltmadan,duygu sömürüsü yapmadan ilerlemesi bizim senarist ve yönetmenlerimize ders olmali..",negative
film son durak filminin ikiz kardesi gibi..biraz taklit havasi var...,negative
olmamis gerçekten olmamis amerikan pastasi gibi saçma espriler falan arkadaslar sinema kalkincak diye çok film hele ki böyle film yapilmamali.,negative
hakkatten kötü filmdi.. anlamadigim bu filmi yapanlar bu kadar soru isareti ve saçmalik var biz bunu düzeltelim demiyorlar mi????.,negative
mükemmel bi filmdi çok duygulandim.,positive
haytimda izledigim en barbat filmlerden biri degil en berbati.....,negative
çok agir bi dram izlerken artik bitsin dedim. sadece iyi oyuncular var diye izlemistim ama oyuncular bile filmi kurtaramiyorum...baygin.,negative
"tarif edilemeyecek kadar kötü bir film.senaryodaki bosluklar,asiri absürdlük beni sarmadi açikçasi.filmi begenen arkadaslarin zevkine tabiki saygi duyuyorum ama benim puanim bu filme .",negative
0 koskaca 0 bu film için..bu kadar kötü bi film olamaz yaa komple saçma türk sinemasinin son zamanlarda en kötü filmi......bu arada sifir yoktu mecburen 1 verdim,negative
cem yilmazin basarili bir filmi daha . gülme konusu biraz eksik kalmis..,negative
çok kötü. tamamen bir zaman kaybi. en kötü nicolas cage filmi diyebilirim. bütünüyle bir hayal kirikligi..,negative
"son zamanlarda izledigim en güzel film. sade ama gerçekçi sinema anlatimiyla, islenmesi zor olan konu çok çekici hale gelmis. son sahnesindeki diyalog gerçekten süper. herkese rahatlikla tavsiye edebilecegim bir yapim. .",positive
kötü bir komedi filmi...yani bir kere karakterler karton..yani adam sandlerin ikizi var ama insan hiçmi inandiricilik katmaz..hiç inanadirici degil...al pacino da sirf eglenmek için orda tamamda insan birazda izleyici düsünür bayat bi film.,negative
bence çekilebilecek en kötü filmi çekmisler kibariye ve seda sayani çagirarak insan 30 sene önce çekilen ve hala gülerek seyrettigimiz hababam sinifini ariyor nerde inek saban nerde kibariye kalite farki açikca ortada..,negative
"berbat bir film. eger altini pisleten veya kusan bebege ardarda elli kere gülmeyi becerebiliyorsaniz çok eglenirsiniz, çünkü filmde baska bir sey yok..",negative
sinemada izlerken yeter artik bitsin bu izdirap dedigim bir film. 1 puan o da nejat islerin oyunculuguna.,negative
filmi dün seyrettim ve çok begendim.sürükleyici bir film olmus.filmin sonuda beklenenlerin aksine olmus.gayet güzel bir film..,positive
gerilim sewerler için çok güzel bir film tavsiye ederim .,positive
film süper!heleki duygu yüklü bölüm filmin ikinci yarisini daha bi çekici kiliyo!bence hero hezimetinten sonraki en kral filmi!.,positive
"ilk film olmasi, filmin seriilerininolmasina çok yardim etti. güzel bir filmdi... dönemin filmlerine oranla pekte kötü degildi....",positive
bazi yönetmenler kendilerini asamiyorlar.,negative
amatör bir film gibi. bu puani katiyen hak etmiyor. insallah devamini getirmezler.,negative
benzeri olan bir film. eglencelik izlenebilir. oyunculuk orta sinif düzeyde..,negative
kitap müthis sürükleyici. kitaptan beyazperdeye genellikle uyarlama fazla oluyor kimi basarili kimi degil. oyuncu kadrosu çik iyi özellikle scarlett johansson'i beyaz incili kizda da çok begenmistim..,positive
izledigim en anlamli animasyon filmi... .,positive
film çok kötü idi. komedi filmi ama çiktiginizda aklinizda bir espri bile kalmiyor. amerikan pie gibi bir film saniyordum. o iyiydi ama bu vasat. seyredilmesi gereken bir film degil.seyretmek istiyorsanizda çok bos vakitli olmaniz lazim..,negative
çagan irmak ve fikret kuskandan babam çiksa.....,positive
"filmi hiç böyle beklememistim.ama çok beyendim ve çok duygulandim,beni çok etkiledi.keske ikincisi çiksa....",negative
saw serisinin hasilat rekorlari kirmasindan bu tarz filmlerin gelmesi gayet normal.konudan çok;daha farkli nasil piskopatliklar uretirizde gise yapariz mantiginin hakim oldugu bir fiim bence.,negative
son testere ile kovalama sahnesinde çok güldüm.hiç korkunç gelmedi ama yine de izleyin derim,positive
"aslinda film acaip sikici basliyor ve o sekilde gidiyor.film esnasinda bi ara hayatimda izledigim en kötü filmlerden biri gibi düsüncelere kapildim ama sonlara dogru biraz daha ilginç gelmeye basliyor,yine de çok çok iyi bir film degil bana göre.. . ayrica filmin finali bence rezalet!.",negative
çok basit ve korkudan eser olmayan bir film. tek kelimeyle berbatti...,negative
gerçekten merak ederek girdim sinema salonuna ama hiç de tatmin edici degildi .bazi görüntü efektleri çok sahte ve komik duruyo .bu kadar yüksek bi puan almasi gerçekten sasirtici.,negative
bnce bu film spr ötesi bisi.çok güzel oscarlik bi film.herkese tavsiye ederm.,positive
gerçekleri çarpitan tarafsizliktan uzak bir film. varlik vergisi kesinlikle bu filmde anlatildigi gibi degil..,negative
ya yorumlari okudum ve hemen filmi izledim çok merak edip.. bu filme verilen puan saka gibi gerçekten yapilan yorumlarada bakiorum ama bence sadece jim cary oldugu için bu kadar övülmüs. kötü degil ama bu kadar abartilcak kadar güzelde degil.. izlenmesede olur bence üzgünüm =s.,negative
"paraniza, zamaniniza ve en önemlisi gözlerinize yazik bence....",negative
kötü bir film. izlerken çok sikildim..,negative
gerçekten çok ama çok sikici bir film 60. dakikaya kadar zoraki belki biseyler olur diye dayandim ama ben hiç bir sey bulamadim filmde...,negative
para kazanma amaçli yapilan berbat bir devam filmi olmus!ben birincisine bayilmistim ama bu tam bir hayalkirikligi! allahtan sinemada falan gitmemisim de dvdsini kiralamisim! .,negative
"en güzel türk filmlerinden biri. hikaye, oyunculuk, çekimler çok iyi..",positive
"notum.bu filmi iyi seyredin bence.bazi mesajlar var filmin içinde,mesela hayvan sevgim bir kat gelisti bu filmi izleyince.iyi seyredin filmleri lütfen,yorumlarinizda o kadar acmasiz olmaz o zaman!!!.",positive
güzel bir film izlemeye deger.,positive
küçük gün isigim dört dörtlük ... o kadar sicakki içinizi isitacak.bagimsiz sinemanin en güzel örneklerinden biri ayrica.bayildim....,positive
bu zamana kadar hiç bir filmde aglamamistim ama ne yalan söyleyeyim bu filmin son kisminda kendii tutamadim. gerçekten süper bir film olmus. 4 kere izledim genede izlerim..,positive
"magneto yerine x-men serisi devam etse daha iyi olurdu ama bu filmi izlemekte çok keyif verecek.herhalde sadece magnetonun yasamini anlatmaz .umarim prof x,mystiquegibi mutantlarida görebiliriz yada x men in dogusu .bence güzel film olacak.. .",positive
is görmez bir film 'wanted' ile kiyaslayanlara lafim sudur: 'yanina bile yaklasamaz.' eger angelina degilde baska biri oynasaymis filmin sonunu getiremezdim heralde..,negative
"türk düsmani ingilizler, bizi afganistan gibi göstermis.ha bu arada film de kötü, bos bos konusup durduar kafam sisti..",negative
bence guzel degildi tavsiye etmem.,negative
harika bir filmdi. son zamanlarda izledigim en iyi film ve arsivimin nadide parçasi olan olagan süpheliler'in yanina koydum.  veriyorum..,positive
lutfen bitmesin diye izledigim tadina doyulmaz film...,positive
"çok etkileyiciydi.. oyunculuklar ve ilüzyon gösterileri on numaraydi. the illusionist'le ayni zamanlarda çiktilar, ikiside birbirinde güzel.. ikisinide izleyin.",positive
en begendigim kismi sonu oldu.bu sekilde biticegi aklima gelmemisti hiç.sonunu saymazsak pekte etkileyici bir film degil.olaylari çok hizli atlamislar ve sürekli bir hamile war filmdeama yinede izlenmeyee deger.gerçek hayat hikayeleri hep acikli olmamismidir zaten.alin buda aynisindann.,positive
sevimli keyifli.,positive
arkadaslar hiç tereddüt etmeden gidin bu film'e sinirlarinizi tahmin bile edemeyeceginiz biçimde asiyor!!!!.,positive
yasanmis bir olayi dile getirmeye çalistilar.ama vasat bir film sundular zayif bir gerilim filmiydi.olacak dedeklerimiz bir türlü olmuyor filmde heyecanli sahne yok izlemeye degmez.,negative
fantastik filmleri sevmeyen hatta önyargili biriyim diyebilirim...ama bu film...sicak bir film...ve hiç sikilmadan izledigim sürükleyici bir film...benze izlenmeli....,positive
"muhtesem bir film ,bir kere filmin baslangicinda yer alan sahne; hani su sehirin ortasinda kanasiyla geyik avina çikma sahnesi, hangi film de öyle bir sahne var? o bile filmi izlemek için yeter.bence mutlaka izlenmesi gereken bir film..",positive
yahu benim bildigim goku kisa boylu bodurun tekiydi bide çok komikti bu çocuk ona göre hem dev gibi hemde çok ciddi bide kuyrugu yok sanirim,negative
"gerilimse gerilim, korkuysa korku, duygusalliksa duygusallik. bu filmi izleyin ne demek istedigimigi daha iyi anlayacaksiniz.stephen king ustanin muhtesem eseri güzel bir oyunculukla birlesmis.arsivime aldim.",positive
filme düm gittim.. tam bir hayal kirikligi gelmis geçmis en korkunç filmmis... dabbe bile bundan iyidir eminim. rec filminden calmislar sanki .. konualri farli görsel efektler camera kullami ayni..1 puan bile vermeye deger bulmuyorum.,negative
"her filmden iyi kötü tad almayi beceren, oyunculuga,senaryoya,yönetmene önem veren iyi bir sinema izleyicisi oldugumu düsünürüm...ama bu filmde güzel olan hiçbirsey bulamadim.. berbat bi film.",negative
bence gerçekten igrenç bi film daha fazlasini beklemistm müzikten baska bise yok buna müzikal denir sadece film degil begenenleri bilmem ama hiç tarzim degildi 20 dk izledm we biraktim dayanilcak gibi degildi!....,negative
bu filme ne umutlarla gitmistim..ama umudum havada kaldi.keinlike gitmeyin derim ben size.amatör kamerayla çekilmis gerçekçi olamamis ve hiç korkunç olmayan skici bir film!! filmde zaten 4 kisi oynuyor. sanki 3-5 arkdas toplanmis hadi film çekelim demislerde çekmisler gibi..,negative
assdjasy. .,positive
"eger izlemeye baslarsaniz ya bitirmeden kapatirsiniz yada bitmesi için dua edersiniz.tamamen gereksiz olmakla beraber sikici,saçma,gereksiz...vs bi filim.uzak durun.haa unutmadan korku filimi falanda digil zaten..",negative
little miss sunshine.... kesinlikle seyretmeye deger...insanin içini isitan bir aile filmi...bir hippi arabasiyla yolculuk bu kadar keyifli anlatilabilirdi....,positive
"özellikle judie foster'in içimdeki yabanci filmiyle benzerlikler gösteriyor. bir insanin ugrunda yasadigi hersey elinden alindiginda, intikam almak için neleri göze alabilecegini anlatan iyi bir yapim. özellikle kavin bacon oyunculuk açisindan çok iyi. keyifli seyirler....",positive
izledigim en iyi vampir filmiydi..,positive
"serinin artik bikkinlik vermeye baslayip,yavas yavas sinirleri de bozmasi bu filmle baslamisti.üçüncüden farki o orijinal! ölüm sahnelerine tekrardan agirlik verilmesi.ne kadar paragöz ve samimiyetsiz bir isle karsi karsiya oldugumuz her karesine sinmis adeta..",negative
"dizisini bir kez olsun izlemeyen ben, gittigime tabiki pisman oldum....",negative
kötü bile degil. çok kötü. .,negative
bir film bu kadar da abartilmaz ki.... .....,negative
tam bir hayalkirikligina ugradim böyle iyi bi kadrodan bu sekilde kötü bi film beklemesdim açikçasi!!!izlemeyi düsünen arkadaslara tavsiye etmiyorum söle söliyim izlerken bitsede kurtulsam dedim bu kadar açiklama yeter sanirim izlemeyi düsüneceklere,negative
